file_name,file_code_x,file_code_y
002607.png,44.0,4.0
002611.png,19.0,59.0
002618.png,145.0,15.0
002619.png,367.0,67.0
002630.png,126.0,16.0
002631.png,12.0,18.0
002632.png,878.0,378.0
002635.png,600.0,606.0
002638.png,56.0,55.0
002645.png,237.0,23.0
002647.png,2377.0,237.0
002652.png,27.0,22.0
002654.png,177.0,171.0
002655.png,62.0,
002659.png,13.0,85.0
002660.png,18.0,38.0
002675.png,25.0,254.0
002681.png,15.0,135.0
002682.png,192.0,12.0
002697.png,81.0,5.0
002698.png,118.0,116.0
002700.png,387.0,37.0
002707.png,917.0,111.0
002717.png,153.0,155.0
002719.png,47.0,41.0
002722.png,220.0,210.0
002726.png,207.0,267.0
002728.png,717.0,217.0
002732.png,27.0,24.0
002743.png,885.0,85.0
002752.png,1397.0,137.0
002766.png,190.0,730.0
002775.png,333.0,533.0
002778.png,1593.0,1592.0
002779.png,353.0,5.0
002782.png,242.0,212.0
002787.png,13.0,15.0
002790.png,2225.0,225.0
002803.png,593.0,596.0
002806.png,621.0,61.0
002823.png,609.0,699.0
002827.png,177.0,777.0
002833.png,49.0,40.0
002834.png,88.0,38.0
002837.png,22.0,24.0
002843.png,708.0,706.0
002851.png,52.0,22.0
002855.png,1079.0,109.0
002864.png,133.0,153.0
002865.png,,
002867.png,247.0,47.0
002875.png,12.0,72.0
002878.png,4.0,13.0
002886.png,67.0,57.0
002888.png,987.0,87.0
002891.png,760.0,160.0
002895.png,688.0,685.0
002896.png,343.0,33.0
002898.png,381.0,387.0
002902.png,28.0,48.0
002915.png,329.0,324.0
002918.png,30.0,0.0
002921.png,59.0,50.0
002923.png,575.0,515.0
002927.png,115.0,415.0
002932.png,122.0,12.0
002940.png,1104.0,104.0
002947.png,27.0,77.0
002955.png,176.0,76.0
002956.png,20.0,240.0
002959.png,9950.0,950.0
002960.png,205.0,105.0
002973.png,18.0,118.0
002976.png,24.0,74.0
002982.png,82.0,32.0
002986.png,212.0,2412.0
002999.png,373.0,35.0
003005.png,27.0,21.0
003007.png,19.0,1.0
003009.png,130.0,156.0
003017.png,23.0,71.0
003018.png,954.0,364.0
003026.png,669.0,69.0
003027.png,594.0,94.0
003028.png,13.0,15.0
003050.png,123.0,126.0
003089.png,170.0,770.0
003099.png,32.0,52.0
003108.png,43.0,40.0
003114.png,33.0,330.0
003119.png,88.0,48.0
003122.png,33.0,13.0
003132.png,2.0,3.0
003135.png,,
003137.png,19199.0,1359.0
003141.png,155.0,55.0
003143.png,81.0,851.0
003144.png,3.0,52.0
003150.png,12.0,42.0
003163.png,38.0,34.0
003167.png,52.0,55.0
003183.png,65.0,68.0
003189.png,94.0,444.0
003191.png,576.0,575.0
003199.png,4.0,46.0
003203.png,572.0,52.0
003205.png,3.0,31.0
003206.png,336.0,356.0
003209.png,176.0,16.0
003210.png,222.0,221.0
003213.png,50.0,0.0
003216.png,7.0,1.0
003224.png,1.0,14.0
003225.png,30.0,76.0
003227.png,32.0,12.0
003235.png,33.0,35.0
003240.png,179.0,175.0
003244.png,175.0,15.0
003257.png,19.0,39.0
003259.png,32.0,33.0
003272.png,27.0,7.0
003288.png,145.0,745.0
003303.png,443.0,43.0
003304.png,385.0,35.0
003306.png,31.0,21.0
003318.png,371.0,571.0
003324.png,129.0,329.0
003335.png,19.0,1.0
003340.png,3.0,2.0
003348.png,186.0,16.0
003351.png,663.0,1675.0
003355.png,89.0,895.0
003359.png,200.0,1200.0
003364.png,239.0,238.0
003375.png,53.0,55.0
003387.png,3955.0,3956.0
003388.png,325.0,55.0
003404.png,24.0,25.0
003410.png,16.0,76.0
003425.png,37.0,7.0
003435.png,2072.0,72.0
003449.png,65.0,55.0
003452.png,19.0,13.0
003454.png,395.0,375.0
003474.png,1507.0,10.0
003481.png,31.0,3.0
003498.png,35.0,33.0
003500.png,37.0,32.0
003504.png,3.0,30.0
003505.png,5593.0,593.0
003518.png,20.0,60.0
003522.png,268.0,26.0
003524.png,747.0,7.0
003532.png,13.0,8.0
003541.png,832.0,132.0
003549.png,33.0,35.0
003550.png,11.0,1.0
003588.png,17.0,
003589.png,178.0,17.0
003595.png,513.0,543.0
003597.png,235.0,335.0
003599.png,416.0,46.0
003600.png,47.0,447.0
003609.png,165.0,2165.0
003611.png,309.0,509.0
003619.png,803.0,801.0
003625.png,288.0,238.0
003633.png,415.0,414.0
003640.png,28.0,23.0
003648.png,22.0,2.0
003649.png,473.0,477.0
003650.png,77.0,44.0
003655.png,20.0,0.0
003661.png,229.0,29.0
003662.png,63.0,61.0
003675.png,97.0,33.0
003686.png,3.0,36.0
003694.png,211.0,217.0
003695.png,135.0,15.0
003696.png,785.0,735.0
003701.png,5.0,55.0
003704.png,44.0,14.0
003724.png,191.0,1.0
003725.png,347.0,341.0
003730.png,120.0,170.0
003734.png,116.0,118.0
003750.png,974.0,874.0
003752.png,137.0,37.0
003755.png,25.0,19.0
003758.png,1738.0,738.0
003769.png,465.0,65.0
003772.png,11.0,48.0
003774.png,294.0,194.0
003776.png,24.0,4.0
003789.png,120.0,10.0
003793.png,555.0,554.0
003794.png,565.0,65.0
003796.png,43.0,483.0
003800.png,33.0,0.0
003805.png,83.0,8.0
003806.png,29.0,28.0
003813.png,139.0,199.0
003815.png,3915.0,3945.0
003819.png,132.0,2.0
003820.png,1745.0,1746.0
003832.png,50.0,51.0
003836.png,548.0,48.0
003841.png,100.0,101.0
003847.png,66.0,6.0
003852.png,164.0,16.0
003853.png,15091.0,1501.0
003858.png,2.0,4.0
003863.png,27.0,7.0
003902.png,98.0,96.0
003929.png,194.0,195.0
003932.png,155.0,455.0
003940.png,399.0,99.0
003952.png,999.0,99.0
003965.png,4.0,1.0
003966.png,2.0,44.0
003970.png,38.0,31.0
003973.png,16.0,116.0
003986.png,133.0,137.0
003987.png,213.0,219.0
003991.png,577.0,57.0
004009.png,387.0,357.0
004022.png,997.0,87.0
004031.png,696.0,396.0
004042.png,71.0,751.0
004050.png,128.0,20.0
004052.png,672.0,67.0
004057.png,20.0,10.0
004062.png,730.0,70.0
004066.png,1.0,7.0
004071.png,45.0,55.0
004088.png,239.0,253.0
004092.png,337.0,33.0
004096.png,193.0,293.0
004102.png,5513.0,1515.0
004104.png,99.0,58.0
004105.png,1350.0,150.0
004121.png,183.0,1623.0
004134.png,6.0,5.0
004135.png,196.0,386.0
004142.png,3.0,5.0
004145.png,33.0,5.0
004155.png,9.0,97.0
004164.png,34.0,4.0
004167.png,236.0,36.0
004169.png,1258.0,1250.0
004171.png,32.0,52.0
004173.png,250.0,20.0
004191.png,353.0,351.0
004194.png,107.0,7.0
004195.png,17.0,87.0
004201.png,20.0,40.0
004202.png,180.0,189.0
004203.png,788.0,768.0
004213.png,73.0,75.0
004216.png,107.0,101.0
004219.png,104.0,114.0
004223.png,92.0,192.0
004225.png,88.0,68.0
004226.png,23.0,25.0
004229.png,151.0,157.0
004236.png,49.0,9.0
004237.png,132.0,22.0
004251.png,8.0,84.0
004252.png,3130.0,30.0
004257.png,29.0,
004274.png,176.0,16.0
004280.png,12.0,22.0
004282.png,295.0,95.0
004287.png,769.0,79.0
004297.png,355.0,555.0
004298.png,193.0,194.0
004299.png,535.0,55.0
004310.png,100.0,1.0
004311.png,119.0,179.0
004317.png,41.0,11.0
004326.png,121.0,11.0
004335.png,83.0,33.0
004342.png,322.0,342.0
004343.png,16.0,18.0
004348.png,28.0,23.0
004351.png,411.0,111.0
004359.png,640.0,840.0
004367.png,2222.0,222.0
004370.png,19.0,360.0
004380.png,218.0,21.0
004383.png,711.0,717.0
004387.png,116.0,16.0
004395.png,97.0,37.0
004402.png,69.0,59.0
004407.png,194.0,10.0
004409.png,35.0,235.0
004412.png,145.0,445.0
004416.png,535.0,55.0
004421.png,481.0,81.0
004425.png,17.0,7.0
004427.png,114.0,14.0
004429.png,,0.0
004432.png,462.0,662.0
004433.png,10.0,11.0
004439.png,165.0,765.0
004455.png,14.0,44.0
004456.png,43.0,46.0
004459.png,16.0,116.0
004463.png,134.0,234.0
004465.png,64.0,59.0
004469.png,178.0,176.0
004472.png,21.0,27.0
004474.png,6740.0,674.0
004480.png,45.0,15.0
004502.png,33.0,31.0
004511.png,116.0,16.0
004513.png,1028.0,102.0
004516.png,231.0,21.0
004519.png,552.0,554.0
004521.png,1139.0,139.0
004527.png,395.0,385.0
004535.png,187.0,87.0
004540.png,1500.0,150.0
004546.png,515.0,55.0
004550.png,166.0,966.0
004551.png,132.0,321.0
004556.png,48.0,38.0
004559.png,12.0,2.0
004568.png,22.0,32.0
004569.png,24.0,4.0
004575.png,1028.0,18.0
004576.png,15.0,155.0
004579.png,36.0,5.0
004584.png,3.0,5.0
004587.png,16.0,36.0
004591.png,457.0,453.0
004597.png,338.0,38.0
004612.png,85.0,86.0
004622.png,127.0,12.0
004629.png,3233.0,23.0
004631.png,325.0,326.0
004639.png,3.0,5.0
004640.png,67.0,6.0
004644.png,77.0,7.0
004656.png,36.0,30.0
004663.png,3237.0,337.0
004668.png,43.0,53.0
004669.png,30.0,10.0
004682.png,835.0,35.0
004690.png,995.0,395.0
004694.png,612.0,6612.0
004711.png,193.0,197.0
004712.png,1.0,25.0
004714.png,423.0,425.0
004715.png,33.0,32.0
004718.png,99.0,98.0
004732.png,543.0,53.0
004735.png,23.0,63.0
004740.png,195.0,15.0
004742.png,21.0,41.0
004752.png,17.0,67.0
004759.png,437.0,457.0
004773.png,112.0,12.0
004784.png,72.0,7.0
004786.png,77.0,7.0
004796.png,169.0,165.0
004798.png,880.0,80.0
004799.png,17702.0,17022.0
004806.png,66.0,661.0
004846.png,2635.0,265.0
004847.png,237.0,251.0
004850.png,4282.0,422.0
004851.png,850.0,350.0
004856.png,447.0,247.0
004862.png,64.0,54.0
004863.png,372.0,312.0
004875.png,64.0,44.0
004879.png,6172.0,612.0
004887.png,12.0,14.0
004888.png,16.0,18.0
004891.png,281.0,288.0
004894.png,60.0,40.0
004896.png,11.0,101.0
004910.png,3.0,35.0
004914.png,43.0,44.0
004918.png,8.0,5.0
004930.png,101.0,1.0
004951.png,209.0,9.0
004953.png,455.0,55.0
004955.png,2.0,6.0
004970.png,178.0,179.0
004983.png,66.0,636.0
004985.png,187.0,17.0
004995.png,3348.0,348.0
005000.png,524.0,54.0
005006.png,41.0,71.0
005013.png,1943.0,7943.0
005016.png,62.0,64.0
005026.png,1070.0,1020.0
005034.png,55.0,56.0
005036.png,22.0,2.0
005051.png,17.0,1.0
005052.png,7.0,72.0
005062.png,16.0,15.0
005066.png,128.0,18.0
005069.png,44.0,46.0
005070.png,38.0,52.0
005076.png,492.0,42.0
005077.png,11.0,41.0
005080.png,10.0,18.0
005091.png,1075.0,1375.0
005092.png,46.0,1996.0
005096.png,51.0,5.0
005099.png,14.0,44.0
005111.png,271.0,274.0
005115.png,22.0,224.0
005116.png,45.0,46.0
005117.png,21.0,27.0
005118.png,61.0,51.0
005120.png,10.0,0.0
005137.png,18.0,48.0
005138.png,33.0,85.0
005144.png,774.0,74.0
005147.png,25.0,5.0
005149.png,882.0,182.0
005150.png,21.0,20.0
005158.png,9946.0,946.0
005159.png,23.0,25.0
005163.png,24.0,294.0
005164.png,11.0,141.0
005177.png,129.0,19.0
005179.png,960.0,160.0
005182.png,407.0,401.0
005185.png,82.0,112.0
005195.png,109.0,209.0
005207.png,12.0,152.0
005211.png,548.0,58.0
005214.png,935.0,95.0
005226.png,155.0,1555.0
005227.png,55.0,25.0
005235.png,3.0,59.0
005243.png,1.0,
005244.png,54.0,5.0
005246.png,257.0,2571.0
005249.png,136.0,166.0
005268.png,24.0,21.0
005281.png,20.0,21.0
005286.png,439.0,419.0
005293.png,1562.0,5562.0
005303.png,49.0,4.0
005304.png,51.0,5.0
005308.png,52.0,54.0
005317.png,140.0,440.0
005320.png,44.0,4.0
005334.png,385.0,85.0
005335.png,140.0,4.0
005342.png,56.0,16.0
005345.png,87.0,7.0
005349.png,270.0,20.0
005350.png,745.0,75.0
005357.png,16.0,1.0
005364.png,39.0,9.0
005365.png,118.0,218.0
005374.png,374.0,34.0
005375.png,180.0,80.0
005390.png,13.0,15.0
005391.png,2.0,
005400.png,999.0,99.0
005439.png,135.0,15.0
005445.png,45.0,495.0
005449.png,2755.0,2751.0
005451.png,120.0,420.0
005475.png,37.0,81.0
005477.png,571.0,577.0
005492.png,86.0,886.0
005496.png,491.0,41.0
005497.png,67.0,6.0
005505.png,312.0,12.0
005508.png,316.0,516.0
005511.png,558.0,556.0
005514.png,36.0,363.0
005516.png,54.0,55.0
005520.png,5004.0,6004.0
005524.png,197.0,7.0
005541.png,587.0,87.0
005560.png,110.0,710.0
005563.png,335.0,15.0
005564.png,19.0,18.0
005565.png,12.0,15.0
005568.png,185.0,15.0
005573.png,21.0,271.0
005576.png,1265.0,1285.0
005579.png,592.0,92.0
005581.png,53.0,55.0
005585.png,4495.0,495.0
005590.png,13.0,14.0
005592.png,6.0,5.0
005598.png,46.0,466.0
005603.png,119.0,1199.0
005605.png,600.0,309.0
005616.png,129.0,125.0
005618.png,517.0,17.0
005626.png,86.0,16.0
005627.png,48.0,428.0
005632.png,36.0,6.0
005639.png,128.0,428.0
005640.png,304.0,300.0
005652.png,1994.0,94.0
005659.png,212.0,24.0
005679.png,213.0,241.0
005685.png,15.0,55.0
005698.png,22.0,242.0
005706.png,258.0,252.0
005708.png,2510.0,510.0
005711.png,3.0,5.0
005719.png,34.0,321.0
005729.png,92.0,88.0
005747.png,218.0,2.0
005753.png,23.0,40.0
005755.png,332.0,52.0
005760.png,503.0,501.0
005762.png,44.0,434.0
005769.png,47.0,455.0
005778.png,43.0,41.0
005787.png,139.0,439.0
005790.png,23.0,25.0
005792.png,18.0,12.0
005801.png,445.0,45.0
005802.png,11.0,211.0
005805.png,428.0,42.0
005816.png,880.0,80.0
005825.png,30.0,340.0
005837.png,7.0,76.0
005856.png,2915.0,295.0
005857.png,84.0,894.0
005861.png,296.0,236.0
005867.png,97.0,47.0
005870.png,1.0,18.0
005878.png,441.0,41.0
005906.png,33.0,31.0
005915.png,23.0,25.0
005920.png,1136.0,136.0
005926.png,102.0,12.0
005931.png,15.0,5.0
005932.png,1140.0,1110.0
005950.png,180.0,189.0
005953.png,57.0,17.0
005960.png,175.0,75.0
005962.png,880.0,88.0
005964.png,223.0,224.0
005965.png,168.0,16.0
005979.png,604.0,6041.0
005982.png,108.0,18.0
005985.png,41.0,44.0
005996.png,377.0,371.0
005997.png,18.0,13.0
005999.png,39.0,19.0
006003.png,62.0,42.0
006013.png,45.0,46.0
006027.png,34.0,14.0
006032.png,27.0,21.0
006034.png,166.0,16.0
006039.png,85.0,5.0
006044.png,15.0,151.0
006048.png,27.0,47.0
006057.png,82.0,2.0
006060.png,59.0,0.0
006062.png,557.0,552.0
006065.png,84.0,94.0
006078.png,355.0,55.0
006082.png,317.0,311.0
006092.png,30.0,50.0
006094.png,31.0,51.0
006107.png,19.0,119.0
006111.png,33.0,53.0
006112.png,818.0,80.0
006117.png,65.0,685.0
006121.png,25.0,5.0
006125.png,178.0,78.0
006136.png,19.0,159.0
006139.png,117.0,17.0
006141.png,21.0,29.0
006142.png,42.0,49.0
006148.png,16.0,15.0
006149.png,16.0,46.0
006153.png,9.0,22.0
006155.png,639.0,69.0
006156.png,8.0,81.0
006159.png,12.0,22.0
006166.png,11.0,151.0
006176.png,112.0,12.0
006196.png,747.0,447.0
006201.png,97.0,25.0
006202.png,93.0,96.0
006208.png,251.0,254.0
006210.png,279.0,29.0
006213.png,105.0,405.0
006221.png,300.0,100.0
006251.png,335.0,535.0
006268.png,168.0,160.0
006269.png,487.0,482.0
006276.png,38.0,8.0
006289.png,693.0,533.0
006300.png,254.0,264.0
006321.png,99.0,44.0
006333.png,2205.0,205.0
006334.png,867.0,7.0
006336.png,193.0,113.0
006341.png,306.0,106.0
006350.png,135.0,131.0
006352.png,3125.0,325.0
006359.png,138.0,136.0
006360.png,335.0,315.0
006363.png,881.0,581.0
006369.png,171.0,17.0
006375.png,27.0,77.0
006382.png,850.0,350.0
006387.png,995.0,25.0
006403.png,17.0,77.0
006409.png,457.0,455.0
006417.png,15.0,5.0
006418.png,103.0,183.0
006427.png,33.0,35.0
006437.png,15.0,5.0
006446.png,90.0,40.0
006451.png,127.0,727.0
006455.png,31.0,34.0
006462.png,22.0,28.0
006468.png,28.0,88.0
006474.png,52.0,22.0
006479.png,61.0,6.0
006488.png,37.0,34.0
006495.png,17.0,77.0
006501.png,451.0,454.0
006503.png,31.0,41.0
006506.png,95.0,65.0
006508.png,524.0,24.0
006516.png,13.0,73.0
006528.png,24.0,74.0
006536.png,1073.0,1077.0
006537.png,170.0,110.0
006538.png,552.0,52.0
006543.png,176.0,15.0
006546.png,428.0,128.0
006553.png,6952.0,6954.0
006554.png,218.0,213.0
006572.png,325.0,35.0
006575.png,41.0,471.0
006577.png,1455.0,155.0
006578.png,578.0,57.0
006581.png,77.0,75.0
006582.png,132.0,732.0
006583.png,355.0,35.0
006590.png,36.0,3.0
006612.png,14.0,1.0
006617.png,38.0,39.0
006624.png,881.0,81.0
006629.png,32.0,52.0
006631.png,16.0,146.0
006632.png,223.0,2.0
006643.png,157.0,17.0
006645.png,1225.0,129.0
006649.png,15.0,85.0
006677.png,1.0,11.0
006679.png,2203.0,202.0
006683.png,7.0,77.0
006689.png,132.0,12.0
006696.png,32.0,324.0
006699.png,635.0,636.0
006704.png,310.0,10.0
006707.png,59.0,8.0
006712.png,10.0,0.0
006713.png,1298.0,1296.0
006717.png,836.0,336.0
006729.png,72.0,2.0
006736.png,32.0,2.0
006737.png,71.0,7.0
006746.png,67.0,87.0
006748.png,31.0,1.0
006755.png,112.0,12.0
